show_id,director_1,director_2,director_3,director_4,director_5,director_6,director_7,director_8,director_9,director_10,director_11,director_12,director_13
s1376,null,null,null,null,null,null,null,null,null,null,null,null,null
s1377,Jeo Baby,null,null,null,null,null,null,null,null,null,null,null,null
s1378,null,null,null,null,null,null,null,null,null,null,null,null,null
s1379,Glendyn Ivin,null,null,null,null,null,null,null,null,null,null,null,null
s1380,Okey Oku,null,null,null,null,null,null,null,null,null,null,null,null
s1381,null,null,null,null,null,null,null,null,null,null,null,null,null
s1382,Ifeanyi Ikpoenyi,null,null,null,null,null,null,null,null,null,null,null,null
s1383,Chris Eneng Enaji,null,null,null,null,null,null,null,null,null,null,null,null
s1384,null,null,null,null,null,null,null,null,null,null,null,null,null
s1385,null,null,null,null,null,null,null,null,null,null,null,null,null
s1386,null,null,null,null,null,null,null,null,null,null,null,null,null
s1387,Ángeles Reiné,null,null,null,null,null,null,null,null,null,null,null,null
s1388,Paul Haggis,null,null,null,null,null,null,null,null,null,null,null,null
s1389,Ramin Bahrani,null,null,null,null,null,null,null,null,null,null,null,null
s1390,Nicol Paone,null,null,null,null,null,null,null,null,null,null,null,null
s1391,Nick Rowland,null,null,null,null,null,null,null,null,null,null,null,null
s1392,RZA,null,null,null,null,null,null,null,null,null,null,null,null
s1393,null,null,null,null,null,null,null,null,null,null,null,null,null
s1394,Cooper Karl,null,null,null,null,null,null,null,null,null,null,null,null
s1395,null,null,null,null,null,null,null,null,null,null,null,null,null
s1396,null,null,null,null,null,null,null,null,null,null,null,null,null
s1397,Gary Fleder,null,null,null,null,null,null,null,null,null,null,null,null
s1398,J.A. Bayona,null,null,null,null,null,null,null,null,null,null,null,null
s1399,Darren Lynn Bousman,null,null,null,null,null,null,null,null,null,null,null,null
s1400,Lydia Dean Pilcher,Ginny Mohler,null,null,null,null,null,null,null,null,null,null,null
s1401,null,null,null,null,null,null,null,null,null,null,null,null,null
s1402,null,null,null,null,null,null,null,null,null,null,null,null,null
s1403,null,null,null,null,null,null,null,null,null,null,null,null,null
s1404,Cris D'Amato,null,null,null,null,null,null,null,null,null,null,null,null
s1405,null,null,null,null,null,null,null,null,null,null,null,null,null
s1406,Mikael Håfström,null,null,null,null,null,null,null,null,null,null,null,null
s1407,Eric Darnell,Simon J. Smith,null,null,null,null,null,null,null,null,null,null,null
s1408,Byeon Hee-sun,null,null,null,null,null,null,null,null,null,null,null,null
s1409,null,null,null,null,null,null,null,null,null,null,null,null,null
s1410,Peter Facinelli,null,null,null,null,null,null,null,null,null,null,null,null
s1411,Renuka Shahane,null,null,null,null,null,null,null,null,null,null,null,null
s1412,Ross Kauffman,null,null,null,null,null,null,null,null,null,null,null,null
s1413,Sung Do-jun,null,null,null,null,null,null,null,null,null,null,null,null
s1414,Hanung Bramantyo,null,null,null,null,null,null,null,null,null,null,null,null
s1415,Charles Gozali,Bagus Bramanti,null,null,null,null,null,null,null,null,null,null,null
s1416,James Toback,null,null,null,null,null,null,null,null,null,null,null,null
s1417,Tiller Russell,null,null,null,null,null,null,null,null,null,null,null,null
s1418,Francisco D'Eufemia,null,null,null,null,null,null,null,null,null,null,null,null
s1419,Chris Rock,null,null,null,null,null,null,null,null,null,null,null,null
s1420,Juliet May,null,null,null,null,null,null,null,null,null,null,null,null
s1421,Stanley Nelson,null,null,null,null,null,null,null,null,null,null,null,null
s1422,Olivier Nakache,Éric Toledano,null,null,null,null,null,null,null,null,null,null,null
s1423,Prakash Jha,null,null,null,null,null,null,null,null,null,null,null,null
s1424,Rohan Sippy,null,null,null,null,null,null,null,null,null,null,null,null
s1425,Ross Venokur,null,null,null,null,null,null,null,null,null,null,null,null
s1426,null,null,null,null,null,null,null,null,null,null,null,null,null
s1427,Prakash Jha,null,null,null,null,null,null,null,null,null,null,null,null
s1428,null,null,null,null,null,null,null,null,null,null,null,null,null
s1429,Rohena Gera,null,null,null,null,null,null,null,null,null,null,null,null
s1430,null,null,null,null,null,null,null,null,null,null,null,null,null
s1431,null,null,null,null,null,null,null,null,null,null,null,null,null
s1432,null,null,null,null,null,null,null,null,null,null,null,null,null
s1433,Maite Ruiz De Austri,null,null,null,null,null,null,null,null,null,null,null,null
s1434,Jastis Arimba,null,null,null,null,null,null,null,null,null,null,null,null
s1435,Eric Summer,Éric Warin,null,null,null,null,null,null,null,null,null,null,null
s1436,Kornél Mundruczó,null,null,null,null,null,null,null,null,null,null,null,null
s1437,Alejandro Ruax,Ramiro Martínez,null,null,null,null,null,null,null,null,null,null,null
s1438,null,null,null,null,null,null,null,null,null,null,null,null,null
s1439,Florent Bodin,null,null,null,null,null,null,null,null,null,null,null,null
s1440,null,null,null,null,null,null,null,null,null,null,null,null,null
s1441,null,null,null,null,null,null,null,null,null,null,null,null,null
s1442,Sohail Khan,null,null,null,null,null,null,null,null,null,null,null,null
s1443,null,null,null,null,null,null,null,null,null,null,null,null,null
s1444,null,null,null,null,null,null,null,null,null,null,null,null,null
s1445,Gabriele Muccino,null,null,null,null,null,null,null,null,null,null,null,null
s1446,Hallvard Bræin,null,null,null,null,null,null,null,null,null,null,null,null
s1447,Jeff Tremaine,null,null,null,null,null,null,null,null,null,null,null,null
s1448,Christian Alvart,null,null,null,null,null,null,null,null,null,null,null,null
s1449,null,null,null,null,null,null,null,null,null,null,null,null,null
s1450,null,null,null,null,null,null,null,null,null,null,null,null,null
s1451,Robert Townsend,null,null,null,null,null,null,null,null,null,null,null,null
s1452,Jeff Deverett,null,null,null,null,null,null,null,null,null,null,null,null
s1453,Ron Krauss,null,null,null,null,null,null,null,null,null,null,null,null
s1454,Brian Robbins,null,null,null,null,null,null,null,null,null,null,null,null
s1455,Jeff Stilson,null,null,null,null,null,null,null,null,null,null,null,null
s1456,null,null,null,null,null,null,null,null,null,null,null,null,null
s1457,Sean Penn,null,null,null,null,null,null,null,null,null,null,null,null
s1458,null,null,null,null,null,null,null,null,null,null,null,null,null
s1459,Mark McQueen,null,null,null,null,null,null,null,null,null,null,null,null
s1460,Melanie Mayron,null,null,null,null,null,null,null,null,null,null,null,null
s1461,null,null,null,null,null,null,null,null,null,null,null,null,null
s1462,Donald Petrie,null,null,null,null,null,null,null,null,null,null,null,null
s1463,null,null,null,null,null,null,null,null,null,null,null,null,null
s1464,Tony Collingwood,null,null,null,null,null,null,null,null,null,null,null,null
s1465,Jennifer Beamish,Toby Trackman,null,null,null,null,null,null,null,null,null,null,null
s1466,null,null,null,null,null,null,null,null,null,null,null,null,null
s1467,null,null,null,null,null,null,null,null,null,null,null,null,null
s1468,Jaume Collet-Serra,null,null,null,null,null,null,null,null,null,null,null,null
s1469,Kim Dong-kyu,null,null,null,null,null,null,null,null,null,null,null,null
s1470,Lasse Hallström,null,null,null,null,null,null,null,null,null,null,null,null
s1471,Shaz Bennett,null,null,null,null,null,null,null,null,null,null,null,null
s1472,null,null,null,null,null,null,null,null,null,null,null,null,null
s1473,Samar Shaikh,null,null,null,null,null,null,null,null,null,null,null,null
s1474,null,null,null,null,null,null,null,null,null,null,null,null,null
s1475,Archie Hekagery,null,null,null,null,null,null,null,null,null,null,null,null
s1476,Sabrina Rochelle Kalangie,null,null,null,null,null,null,null,null,null,null,null,null
s1477,null,null,null,null,null,null,null,null,null,null,null,null,null
s1478,null,null,null,null,null,null,null,null,null,null,null,null,null
s1479,null,null,null,null,null,null,null,null,null,null,null,null,null
s1480,Cosima Spender,null,null,null,null,null,null,null,null,null,null,null,null
s1481,null,null,null,null,null,null,null,null,null,null,null,null,null
s1482,Liao Shih-han,null,null,null,null,null,null,null,null,null,null,null,null
s1483,null,null,null,null,null,null,null,null,null,null,null,null,null
s1484,null,null,null,null,null,null,null,null,null,null,null,null,null
s1485,Arnon Manor,Timothy Ware-Hill,null,null,null,null,null,null,null,null,null,null,null
s1486,Gore Verbinski,null,null,null,null,null,null,null,null,null,null,null,null
s1487,Al Campbell,Alice Mathias,null,null,null,null,null,null,null,null,null,null,null
s1488,null,null,null,null,null,null,null,null,null,null,null,null,null
s1489,Maïwenn,null,null,null,null,null,null,null,null,null,null,null,null
s1490,null,null,null,null,null,null,null,null,null,null,null,null,null
s1491,Richard Weston,null,null,null,null,null,null,null,null,null,null,null,null
s1492,Vikramaditya Motwane,null,null,null,null,null,null,null,null,null,null,null,null
s1493,null,null,null,null,null,null,null,null,null,null,null,null,null
s1494,Prime Cruz,null,null,null,null,null,null,null,null,null,null,null,null
s1495,Robert Rodriguez,null,null,null,null,null,null,null,null,null,null,null,null
s1496,Andibachtiar Yusuf,null,null,null,null,null,null,null,null,null,null,null,null
s1497,Yandy Laurens,null,null,null,null,null,null,null,null,null,null,null,null
s1498,Cathy Garcia-Molina,null,null,null,null,null,null,null,null,null,null,null,null
s1499,John Mitchell,Jeremy Kipp Walker,null,null,null,null,null,null,null,null,null,null,null
s1500,George Clooney,null,null,null,null,null,null,null,null,null,null,null,null
s1501,Liu Kuang-hui,null,null,null,null,null,null,null,null,null,null,null,null
s1502,Roger Kumble,null,null,null,null,null,null,null,null,null,null,null,null
s1503,Kristian Mercado,null,null,null,null,null,null,null,null,null,null,null,null
s1504,null,null,null,null,null,null,null,null,null,null,null,null,null
s1505,Daan Jansen,Stijn Verlinde,null,null,null,null,null,null,null,null,null,null,null
s1506,null,null,null,null,null,null,null,null,null,null,null,null,null
s1507,null,null,null,null,null,null,null,null,null,null,null,null,null
s1508,Jay Grace,null,null,null,null,null,null,null,null,null,null,null,null
s1509,null,null,null,null,null,null,null,null,null,null,null,null,null
s1510,Paul Dugdale,null,null,null,null,null,null,null,null,null,null,null,null
s1511,James Haslam,null,null,null,null,null,null,null,null,null,null,null,null
s1512,Muhammad Ali,null,null,null,null,null,null,null,null,null,null,null,null
s1513,Thomas Toby Parkinson,null,null,null,null,null,null,null,null,null,null,null,null
s1514,John Putch,null,null,null,null,null,null,null,null,null,null,null,null
s1515,null,null,null,null,null,null,null,null,null,null,null,null,null
s1516,Sam Macaroni,null,null,null,null,null,null,null,null,null,null,null,null
s1517,null,null,null,null,null,null,null,null,null,null,null,null,null
s1518,George C. Wolfe,null,null,null,null,null,null,null,null,null,null,null,null
s1519,null,null,null,null,null,null,null,null,null,null,null,null,null
s1520,Yasmin Ahmad,null,null,null,null,null,null,null,null,null,null,null,null
s1521,Sudha Kongara,Vignesh Shivan,Gautham Vasudev Menon,Vetri Maaran,null,null,null,null,null,null,null,null,null
s1522,Yasmin Ahmad,null,null,null,null,null,null,null,null,null,null,null,null
s1523,Yasmin Ahmad,null,null,null,null,null,null,null,null,null,null,null,null
s1524,Juan Camilo Pinzon,null,null,null,null,null,null,null,null,null,null,null,null
s1525,Lin Oeding,null,null,null,null,null,null,null,null,null,null,null,null
s1526,Naya Anindita,null,null,null,null,null,null,null,null,null,null,null,null
s1527,Antoinette Jadaone,null,null,null,null,null,null,null,null,null,null,null,null
s1528,null,null,null,null,null,null,null,null,null,null,null,null,null
s1529,null,null,null,null,null,null,null,null,null,null,null,null,null
s1530,JP Habac,null,null,null,null,null,null,null,null,null,null,null,null
s1531,Alexx Media,null,null,null,null,null,null,null,null,null,null,null,null
s1532,Farishad I. Latjuba,null,null,null,null,null,null,null,null,null,null,null,null
s1533,Andrucha Waddington,Pedro Waddington,null,null,null,null,null,null,null,null,null,null,null
s1534,Picky Talarico,null,null,null,null,null,null,null,null,null,null,null,null
s1535,Jun Lana,null,null,null,null,null,null,null,null,null,null,null,null
s1536,null,null,null,null,null,null,null,null,null,null,null,null,null
s1537,Brad Peyton,null,null,null,null,null,null,null,null,null,null,null,null
s1538,Lee Daniels,null,null,null,null,null,null,null,null,null,null,null,null
s1539,null,null,null,null,null,null,null,null,null,null,null,null,null
s1540,null,null,null,null,null,null,null,null,null,null,null,null,null
s1541,Tom Ford,null,null,null,null,null,null,null,null,null,null,null,null
s1542,Ellena Wood,Jesse Vile,null,null,null,null,null,null,null,null,null,null,null
s1543,Vir Das,null,null,null,null,null,null,null,null,null,null,null,null
s1544,null,null,null,null,null,null,null,null,null,null,null,null,null
s1545,Miranda de Pencier,null,null,null,null,null,null,null,null,null,null,null,null
s1546,null,null,null,null,null,null,null,null,null,null,null,null,null
s1547,null,null,null,null,null,null,null,null,null,null,null,null,null
s1548,null,null,null,null,null,null,null,null,null,null,null,null,null
s1549,null,null,null,null,null,null,null,null,null,null,null,null,null
s1550,Farhad Safinia,null,null,null,null,null,null,null,null,null,null,null,null
s1551,Shaun Paul Piccinino,null,null,null,null,null,null,null,null,null,null,null,null
s1552,null,null,null,null,null,null,null,null,null,null,null,null,null
